NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	EPB41L2	na	1433	2.5755927562713623	-0.01741659	No	
row_1	ETV5	na	1934	1.9874188899993896	-0.012165519	No	
row_2	RAB31	na	2868	1.3547037839889526	-0.026857704	No	
row_3	SPATA6	na	2924	1.3085548877716064	-0.014939648	No	
row_4	B2M	na	3357	1.0647517442703247	-0.017190492	No	
row_5	DUSP6	na	3824	0.8766804337501526	-0.022447212	No	
row_6	CST3	na	4396	0.6679188013076782	-0.033115767	No	
row_7	GNG7	na	4918	0.4993816614151001	-0.043995157	No	
row_8	CD63	na	5060	0.4597371220588684	-0.04356226	No	
row_9	ALCAM	na	5122	0.44169068336486816	-0.040848754	No	
row_10	MMP2	na	6015	0.22399869561195374	-0.06604049	No	
row_11	ANXA5	na	6125	0.2000984251499176	-0.067321695	No	
row_12	SPRY1	na	11000	-0.18564170598983765	-0.21577583	No	
row_13	GATM	na	15152	-0.3509770333766937	-0.3402018	No	
row_14	DBI	na	15326	-0.3583410084247589	-0.34181124	No	
row_15	EDNRB	na	17495	-0.45593613386154175	-0.40396032	No	
row_16	PDE4B	na	18263	-0.4935109317302704	-0.42249104	No	
row_17	GPR17	na	20731	-0.6291966438293457	-0.49206293	No	
row_18	CNP	na	20843	-0.6353455781936646	-0.48887727	No	
row_19	SOX10	na	21057	-0.6484205722808838	-0.4887027	No	
row_20	PLEKHB1	na	21582	-0.6830363869667053	-0.49776378	No	
row_21	SIRT2	na	21625	-0.6859575510025024	-0.49192253	No	
row_22	RHOC	na	21670	-0.6896790266036987	-0.48610428	No	
row_23	GRID2	na	22115	-0.7196106910705566	-0.49231645	No	
row_24	ITM2C	na	22546	-0.7477424740791321	-0.49780396	No	
row_25	OMG	na	23487	-0.8101078271865845	-0.51837844	Yes	
row_26	RAMP1	na	23552	-0.8152130842208862	-0.51187116	Yes	
row_27	SEZ6L	na	23960	-0.8470724821090698	-0.5156155	Yes	
row_28	S100B	na	23968	-0.8475478291511536	-0.507013	Yes	
row_29	PLLP	na	24375	-0.8758921027183533	-0.5104267	Yes	
row_30	MT3	na	24572	-0.8881638646125793	-0.50723314	Yes	
row_31	C2orf80	na	24613	-0.8914118409156799	-0.4991925	Yes	
row_32	PCDH15	na	24860	-0.9107347130775452	-0.49730688	Yes	
row_33	SPARC	na	24971	-0.919809877872467	-0.4911306	Yes	
row_34	APOD	na	25063	-0.928171694278717	-0.48428106	Yes	
row_35	SOX8	na	25232	-0.9400861263275146	-0.47968337	Yes	
row_36	CA10	na	25247	-0.9415754079818726	-0.47031856	Yes	
row_37	COL20A1	na	25274	-0.9433755278587341	-0.4613053	Yes	
row_38	LHFPL3	na	25501	-0.9595406651496887	-0.45829475	Yes	
row_39	OLIG1	na	25590	-0.9666956663131714	-0.45095184	Yes	
row_40	NXPH1	na	25647	-0.9710913300514221	-0.44257584	Yes	
row_41	CADM2	na	25751	-0.9787164926528931	-0.43557066	Yes	
row_42	OLIG2	na	25776	-0.9808652400970459	-0.4261056	Yes	
row_43	TSC22D4	na	25837	-0.9852319955825806	-0.4177059	Yes	
row_44	PLAT	na	26039	-1.001260757446289	-0.4134899	Yes	
row_45	CSPG5	na	26057	-1.002918004989624	-0.4035794	Yes	
row_46	CD9	na	26101	-1.0065691471099854	-0.39443314	Yes	
row_47	PON2	na	26183	-1.0131511688232422	-0.3863909	Yes	
row_48	NKAIN4	na	26479	-1.0374928712844849	-0.38469827	Yes	
row_49	LUZP2	na	26787	-1.0599488019943237	-0.38314226	Yes	
row_50	PMP2	na	26980	-1.0750290155410767	-0.37788105	Yes	
row_51	PLPP3	na	27107	-1.0850383043289185	-0.3704793	Yes	
row_52	NKX2-2	na	27151	-1.087838053703308	-0.36048746	Yes	
row_53	COL9A1	na	27251	-1.096800684928894	-0.35213023	Yes	
row_54	BCAN	na	27274	-1.0985605716705322	-0.3413789	Yes	
