NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GAD1	na	136	2.3397305011749268	0.158972	Yes	
row_1	DLX2	na	259	2.1106245517730713	0.30239853	Yes	
row_2	DLX1	na	2217	1.258105993270874	0.3298844	Yes	
row_3	CELF4	na	2771	1.1528761386871338	0.39325482	Yes	
row_4	GAD2	na	4833	0.8621109127998352	0.38992468	Yes	
row_5	SOX2-OT	na	5071	0.8339623808860779	0.44078413	Yes	
row_6	INA	na	5318	0.8071967363357544	0.4895	Yes	
row_7	MEG3	na	6304	0.7284737825393677	0.50997585	Yes	
row_8	ERBB4	na	8493	0.5238731503486633	0.4791493	No	
row_9	DLX5	na	10104	0.3985387086868286	0.45737663	No	
row_10	PDE4DIP	na	10715	0.3541995882987976	0.46329734	No	
row_11	ARX	na	11242	0.31642356514930725	0.46916974	No	
row_12	NRXN3	na	15933	0.013172231614589691	0.32570508	No	
row_13	LHX6	na	23212	-0.23705314099788666	0.11818009	No	
row_14	MAF	na	25435	-0.30288583040237427	0.07089653	No	
row_15	PLS3	na	28308	-0.39846566319465637	0.010267663	No	
row_16	MEF2C	na	30354	-0.5071771740913391	-0.01732084	No	
row_17	CXCR4	na	32486	-1.1953325271606445	4.309517E-4	No	
