NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CYP1B1	na	1070	3.0801639556884766	0.076536246	Yes	
row_1	ALDH1A3	na	1427	2.5680971145629883	0.15686074	Yes	
row_2	IRF7	na	1456	2.545565605163574	0.24648656	Yes	
row_3	IGFBP5	na	1982	2.1142663955688477	0.30547345	Yes	
row_4	CDKN1A	na	3514	1.5179651975631714	0.31227902	Yes	
row_5	HTRA1	na	4175	1.3506029844284058	0.3399617	Yes	
row_6	IFI16	na	4487	1.2752491235733032	0.3757148	Yes	
row_7	CXCL14	na	4499	1.2721740007400513	0.42059848	Yes	
row_8	SERPINE1	na	4906	1.1890239715576172	0.45036054	Yes	
row_9	OPTN	na	5474	1.082088828086853	0.47136262	Yes	
row_10	AHR	na	7633	0.7308690547943115	0.43087766	No	
row_11	SPARC	na	8260	0.644138514995575	0.43449458	No	
row_12	MAP1LC3B	na	9189	0.517462968826294	0.42430705	No	
row_13	MAP2K3	na	9375	0.4955468773841858	0.43622452	No	
row_14	TGFB1I1	na	10318	0.36445415019989014	0.42016673	No	
row_15	HPS5	na	11181	0.2513182461261749	0.40255123	No	
row_16	IGFBP3	na	11413	0.2261500507593155	0.40347558	No	
row_17	TP53	na	13455	-0.012626828625798225	0.34106252	No	
row_18	IGFBP7	na	13525	-0.021964112296700478	0.33971813	No	
row_19	CLTB	na	16421	-0.12789742648601532	0.25509983	No	
row_20	RB1	na	17760	-0.17403149604797363	0.22007638	No	
row_21	IGFBP6	na	18441	-0.19990628957748413	0.20623882	No	
row_22	IRF5	na	21442	-0.3002447783946991	0.12451307	No	
row_23	CREG1	na	21814	-0.31126299500465393	0.124151014	No	
row_24	IGFBP4	na	22025	-0.3171023726463318	0.12895527	No	
row_25	HSPA2	na	22733	-0.3372572958469391	0.119168594	No	
row_26	CCN2	na	22823	-0.34023410081863403	0.12852187	No	
row_27	AOPEP	na	23697	-0.37186604738235474	0.11485272	No	
row_28	FILIP1L	na	23905	-0.3800833821296692	0.121988185	No	
row_29	HTATIP2	na	29749	-0.7011871933937073	-0.03304826	No	
row_30	NDN	na	31551	-0.9405586123466492	-0.055083867	No	
row_31	CDKN2A	na	32076	-1.127055048942566	-0.031158974	No	
row_32	TSPYL5	na	32254	-1.2430483102798462	0.007576622	No	
