NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CABIN1	na	2188	1.438344955444336	0.04303765	No	
row_1	RAD50	na	4043	1.0073825120925903	0.06327729	No	
row_2	NBN	na	6647	0.7040064334869385	0.0371625	No	
row_3	POT1	na	7340	0.6295685172080994	0.06418226	No	
row_4	TINF2	na	9892	0.39984312653541565	0.016319245	No	
row_5	TERF1	na	11206	0.29866355657577515	-0.0011869912	No	
row_6	KAT5	na	15398	0.022600796073675156	-0.12851307	No	
row_7	TERF2	na	16890	-0.05911588296294212	-0.16989002	No	
row_8	ACD	na	18109	-0.08364485949277878	-0.20097698	No	
row_9	CDKN1B	na	19873	-0.1414615511894226	-0.24440873	No	
row_10	MRE11	na	20471	-0.1636427342891693	-0.25023097	No	
row_11	ASF1A	na	20703	-0.17357084155082703	-0.24402013	No	
row_12	TERF2IP	na	21074	-0.1887732744216919	-0.24092275	No	
row_13	CDK2	na	21260	-0.19312012195587158	-0.23179464	No	
row_14	CDKN1A	na	22511	-0.23565207421779633	-0.25219798	No	
row_15	CCNA1	na	22746	-0.24189777672290802	-0.24083431	No	
row_16	TP53	na	26865	-0.3797875940799713	-0.3384924	No	
row_17	RB1	na	28024	-0.4329182207584381	-0.34091917	Yes	
row_18	CCNA2	na	28030	-0.4331744611263275	-0.30781984	Yes	
row_19	ATM	na	28433	-0.45522797107696533	-0.2852531	Yes	
row_20	LMNB1	na	29221	-0.5003639459609985	-0.27107745	Yes	
row_21	CCNE1	na	29342	-0.5087895393371582	-0.23571482	Yes	
row_22	CCNE2	na	29732	-0.53466796875	-0.20664942	Yes	
row_23	HMGA2	na	30030	-0.5595695972442627	-0.17283928	Yes	
row_24	EP400	na	30203	-0.5731794834136963	-0.13413502	Yes	
row_25	HIRA	na	30857	-0.6316357254981995	-0.10575557	Yes	
row_26	UBN1	na	32328	-0.9924627542495728	-0.07483606	Yes	
row_27	HMGA1	na	32377	-1.043451189994812	0.003787883	Yes	
