NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	TP53	na	1007	1.8749054670333862	0.017077966	No	
row_1	CDKN2A	na	4528	0.9653646349906921	-0.06669939	No	
row_2	SOD1	na	6492	0.7151960134506226	-0.10887945	No	
row_3	CDKN2D	na	6877	0.671725869178772	-0.10347704	No	
row_4	CCND1	na	7908	0.5628480315208435	-0.1207934	No	
row_5	MMP1	na	8028	0.5500172972679138	-0.110342704	No	
row_6	NME2	na	8070	0.5448543429374695	-0.09761894	No	
row_7	CLTB	na	8078	0.5438947081565857	-0.08387119	No	
row_8	IGSF3	na	8111	0.5396303534507751	-0.07100397	No	
row_9	NDN	na	8827	0.4740579426288605	-0.08088485	No	
row_10	EIF2S2	na	8840	0.4731161594390869	-0.06910845	No	
row_11	TFAP2A	na	9681	0.3950153887271881	-0.084873796	No	
row_12	IGFBP2	na	11705	0.21694715321063995	-0.14169607	No	
row_13	ING1	na	11928	0.19882583618164062	-0.14343831	No	
row_14	HBS1L	na	12457	0.15974009037017822	-0.15562148	No	
row_15	RAC1	na	12695	0.1396898627281189	-0.15934457	No	
row_16	RABGGTA	na	13781	0.05279489979147911	-0.19145201	No	
row_17	IFNG	na	15367	-0.055801402777433395	-0.23890294	No	
row_18	RGL2	na	17777	-0.11366383731365204	-0.3102816	No	
row_19	TSPYL5	na	18807	-0.14139944314956665	-0.33838716	No	
row_20	PEA15	na	21128	-0.2241169959306717	-0.40418524	No	
row_21	MDM2	na	21277	-0.22867685556411743	-0.40287885	No	
row_22	IRF5	na	22626	-0.26868268847465515	-0.437555	No	
row_23	STAT1	na	22682	-0.2701474130153656	-0.43231565	No	
row_24	ALDH1A3	na	23103	-0.2827829420566559	-0.43800902	No	
row_25	CDKN1C	na	23331	-0.28802600502967834	-0.4376154	No	
row_26	TES	na	23816	-0.30093786120414734	-0.44481653	No	
row_27	RAB31	na	23889	-0.30239495635032654	-0.4392736	No	
row_28	IGFBP4	na	23938	-0.30352485179901123	-0.43296146	No	
row_29	ESM1	na	24089	-0.3072829246520996	-0.42969868	No	
row_30	IGFBP1	na	25118	-0.33251962065696716	-0.45286667	No	
row_31	CCN2	na	25258	-0.336017370223999	-0.4485269	No	
row_32	NRG1	na	25725	-0.3507443070411682	-0.45389417	No	
row_33	IGFBP6	na	26630	-0.3828803598880768	-0.4719449	Yes	
row_34	HPS5	na	26949	-0.39530709385871887	-0.47160357	Yes	
row_35	TGFB1I1	na	26988	-0.3970087468624115	-0.46258298	Yes	
row_36	SMPD1	na	27371	-0.4118380546569824	-0.4637911	Yes	
row_37	RAB5B	na	27806	-0.43094968795776367	-0.4661123	Yes	
row_38	GUK1	na	27819	-0.4314347803592682	-0.45540598	Yes	
row_39	RRAS	na	27870	-0.43433666229248047	-0.44579715	Yes	
row_40	HSPA2	na	27986	-0.43959546089172363	-0.438058	Yes	
row_41	AOPEP	na	28090	-0.4442687928676605	-0.42982876	Yes	
row_42	CREG1	na	28156	-0.4482095539569855	-0.42032638	Yes	
row_43	IGFBP3	na	28200	-0.45063164830207825	-0.41008332	Yes	
row_44	MAP2K3	na	28212	-0.45104870200157166	-0.3988426	Yes	
row_45	ISG15	na	28340	-0.45735612511634827	-0.3910176	Yes	
row_46	IGFBP5	na	28408	-0.4609059989452362	-0.38125092	Yes	
row_47	CDKN1A	na	28454	-0.4629948139190674	-0.37075213	Yes	
row_48	CYP1B1	na	28563	-0.4687323272228241	-0.36204904	Yes	
row_49	IGFBP7	na	28811	-0.4819384813308716	-0.35729384	Yes	
row_50	SPARC	na	29007	-0.4926575720310211	-0.35065973	Yes	
row_51	CXCL14	na	29139	-0.49969443678855896	-0.34187108	Yes	
row_52	RAB13	na	29734	-0.54127436876297	-0.3462945	Yes	
row_53	F3	na	29845	-0.5482982993125916	-0.33561036	Yes	
row_54	THBS1	na	29860	-0.5492826104164124	-0.32194018	Yes	
row_55	SERPINB2	na	29970	-0.5588486790657043	-0.31095433	Yes	
row_56	FILIP1L	na	29993	-0.5604876279830933	-0.2972432	Yes	
row_57	VIM	na	30260	-0.5858849287033081	-0.29040536	Yes	
row_58	SERPINE1	na	30435	-0.601771354675293	-0.28032222	Yes	
row_59	HTATIP2	na	30448	-0.6027629971504211	-0.26521733	Yes	
row_60	COL1A2	na	30485	-0.6065424680709839	-0.25075564	Yes	
row_61	TNFAIP3	na	30516	-0.6089227199554443	-0.23604774	Yes	
row_62	FN1	na	30593	-0.6183083057403564	-0.22251761	Yes	
row_63	CITED2	na	30695	-0.629509687423706	-0.20947093	Yes	
row_64	CD44	na	30783	-0.6395617127418518	-0.1957344	Yes	
row_65	IRF7	na	31151	-0.6868340373039246	-0.1894198	Yes	
row_66	TNFAIP2	na	31270	-0.7031399607658386	-0.17500709	Yes	
row_67	S100A11	na	31307	-0.7096047401428223	-0.15789941	Yes	
row_68	CRYAB	na	31328	-0.7134138941764832	-0.14020047	Yes	
row_69	GSN	na	31425	-0.7306808233261108	-0.12440217	Yes	
row_70	OPTN	na	31435	-0.7323692440986633	-0.10587733	Yes	
row_71	RBL2	na	31911	-0.8467812538146973	-0.09878722	Yes	
row_72	RHOB	na	31953	-0.8612163066864014	-0.07794136	Yes	
row_73	CDKN2B	na	31957	-0.862525463104248	-0.05588992	Yes	
row_74	SMURF2	na	32008	-0.8800969123840332	-0.0348369	Yes	
row_75	MAP1LC3B	na	32209	-0.9676033854484558	-0.016163498	Yes	
row_76	IFI16	na	32230	-0.9779617190361023	0.008327283	Yes	
