NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CCNB1	na	256	4.132899761199951	0.32468715	Yes	
row_1	CDC25B	na	427	3.5424818992614746	0.6045115	Yes	
row_2	MARCKS	na	3458	1.2860914468765259	0.6147386	Yes	
row_3	BMI1	na	6629	0.7367175221443176	0.5764494	No	
row_4	CCN4	na	11195	0.20446790754795074	0.45239344	No	
row_5	E2F4	na	13507	-0.018698327243328094	0.38276628	No	
row_6	LAMA1	na	17789	-0.16069598495960236	0.26392952	No	
row_7	LDB2	na	19436	-0.2169319987297058	0.23072234	No	
row_8	COL3A1	na	23069	-0.32059720158576965	0.14472853	No	
row_9	ID1	na	27542	-0.47551774978637695	0.045345966	No	
row_10	ALDH1A1	na	27783	-0.4871205687522888	0.07715653	No	
row_11	EGR1	na	31678	-0.845058262348175	0.025300851	No	
