NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MDM4	na	355	1.9753577709197998	0.06908707	No	
row_1	AGO3	na	2732	0.46387946605682373	0.014698891	No	
row_2	TNRC6A	na	4177	0.1575498878955841	-0.02339339	No	
row_3	TNRC6B	na	4342	0.12903690338134766	-0.023217287	No	
row_4	CDKN2A	na	4367	0.12476446479558945	-0.018902319	No	
row_5	ETS1	na	5214	0.002143070800229907	-0.04487193	No	
row_6	TNRC6C	na	6789	-0.07307171821594238	-0.09039033	No	
row_7	E2F1	na	6828	-0.07760776579380035	-0.08841685	No	
row_8	CDKN2B	na	9413	-0.16524645686149597	-0.16130884	No	
row_9	CDK4	na	9785	-0.17992857098579407	-0.16544665	No	
row_10	E2F2	na	15855	-0.35826247930526733	-0.3378561	No	
row_11	TP53	na	16714	-0.3816078007221222	-0.34882334	No	
row_12	ID1	na	18952	-0.45317545533180237	-0.39936402	No	
row_13	AGO4	na	19951	-0.4876902997493744	-0.41034585	No	
row_14	RB1	na	20644	-0.5138388872146606	-0.41084373	No	
row_15	ETS2	na	20698	-0.5163227319717407	-0.39156008	No	
row_16	CDK6	na	21687	-0.5563027858734131	-0.39945447	No	
row_17	MOV10	na	22437	-0.5907997488975525	-0.39859027	No	
row_18	TFDP1	na	23701	-0.6563432812690735	-0.41090193	Yes	
row_19	CDKN2C	na	23854	-0.663860023021698	-0.38869077	Yes	
row_20	CDKN2D	na	24180	-0.6836515069007874	-0.3710062	Yes	
row_21	TFDP2	na	24923	-0.7315353751182556	-0.36422527	Yes	
row_22	ERF	na	26921	-0.8947221636772156	-0.38948715	Yes	
row_23	AGO1	na	27054	-0.907088041305542	-0.35680693	Yes	
row_24	E2F3	na	27579	-0.9651290774345398	-0.33384892	Yes	
row_25	MAPK1	na	27778	-0.9862017631530762	-0.2999966	Yes	
row_26	MDM2	na	28968	-1.144565224647522	-0.29025143	Yes	
row_27	MAPK3	na	29100	-1.167284369468689	-0.24699996	Yes	
row_28	UBB	na	30531	-1.4187108278274536	-0.23357195	Yes	
row_29	SP1	na	30578	-1.4299311637878418	-0.17706281	Yes	
row_30	UBC	na	31128	-1.5582722425460815	-0.1308468	Yes	
row_31	UBA52	na	32278	-2.112955331802368	-0.08064055	Yes	
row_32	RPS27A	na	32309	-2.158679962158203	0.0058826916	Yes	
