NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	RUBCNL	na	608	2.2187178134918213	-0.008531273	No	
row_1	IL16	na	767	1.9329402446746826	-0.0043741646	No	
row_2	CD37	na	812	1.8616615533828735	0.0030025893	No	
row_3	BLNK	na	908	1.7309280633926392	0.008174752	No	
row_4	IKZF1	na	989	1.6425065994262695	0.013399098	No	
row_5	FES	na	1024	1.609999179840088	0.019904995	No	
row_6	TLR10	na	1048	1.580597996711731	0.026615715	No	
row_7	GGA2	na	1355	1.331461787223816	0.023331469	No	
row_8	ITPR2	na	1406	1.2920628786087036	0.027844362	No	
row_9	MPEG1	na	1499	1.2333335876464844	0.030771665	No	
row_10	POLD4	na	1588	1.1755428314208984	0.03355211	No	
row_11	UCP2	na	1645	1.1460356712341309	0.037191678	No	
row_12	SORL1	na	1675	1.1312094926834106	0.04160345	No	
row_13	HCST	na	1713	1.1057484149932861	0.045646124	No	
row_14	SYK	na	1833	1.0223897695541382	0.046740238	No	
row_15	ATM	na	1941	0.9625276923179626	0.0479272	No	
row_16	RCSD1	na	1972	0.9445195198059082	0.05143046	No	
row_17	SMAP2	na	2305	0.8924351334571838	0.045272347	No	
row_18	CORO1A	na	2673	0.7532176375389099	0.037368666	No	
row_19	LCP1	na	2868	0.697568416595459	0.034597747	No	
row_20	NCKAP1L	na	2870	0.6973578333854675	0.037843738	No	
row_21	GPSM3	na	3021	0.6487054824829102	0.036215145	No	
row_22	CD53	na	3042	0.645043671131134	0.038622856	No	
row_23	INPP5D	na	3148	0.6214135885238647	0.038269147	No	
row_24	HVCN1	na	3189	0.6135682463645935	0.03990532	No	
row_25	BTG2	na	3438	0.5717300772666931	0.034859274	No	
row_26	NCF4	na	3495	0.5589141249656677	0.035739712	No	
row_27	SASH3	na	3536	0.5511119961738586	0.03708238	No	
row_28	GMFG	na	3553	0.5473374128341675	0.03915565	No	
row_29	LYN	na	3641	0.5280131101608276	0.03892427	No	
row_30	ARHGDIB	na	3689	0.519070565700531	0.039898098	No	
row_31	PTPRC	na	3764	0.5026106238365173	0.03995269	No	
row_32	APBB1IP	na	3814	0.49385330080986023	0.04074565	No	
