NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SINHCAF	na	1418	1.2848862409591675	-0.01877099	No	
row_1	UCP2	na	1645	1.1460356712341309	-0.0034172095	No	
row_2	IGF2BP1	na	1978	0.9415259957313538	0.004675326	No	
row_3	EOMES	na	2528	0.8064835071563721	0.0034308308	No	
row_4	EMX2	na	2607	0.7767462730407715	0.016159948	No	
row_5	PAX6	na	3554	0.5472905039787292	-0.0024030753	No	
row_6	SOX3	na	3853	0.4877539575099945	-0.00210425	No	
row_7	MFAP2	na	3940	0.4751397669315338	0.0044992054	No	
row_8	C19orf48	na	4806	0.35154780745506287	-0.015376166	No	
row_9	MCM5	na	5678	0.24729424715042114	-0.037468888	No	
row_10	CDCA7	na	6263	0.18184657394886017	-0.051969342	No	
row_11	PAICS	na	6553	0.1557030975818634	-0.05786428	No	
row_12	HELLS	na	6664	0.14611421525478363	-0.058415275	No	
row_13	PCLAF	na	6856	0.1280786097049713	-0.06182057	No	
row_14	GINS2	na	7484	0.07376113533973694	-0.079756305	No	
row_15	RPA3	na	7521	0.07062316685914993	-0.07949217	No	
row_16	MCM7	na	7778	0.048269107937812805	-0.0864614	No	
row_17	EMX1	na	7807	0.04638797417283058	-0.086422436	No	
row_18	ORC6	na	7916	0.03725341334939003	-0.08903339	No	
row_19	SFRP2	na	7957	0.033133987337350845	-0.089623526	No	
row_20	SNRPB	na	8302	0.0041764164343476295	-0.10017122	No	
row_21	CDON	na	8647	-0.018271900713443756	-0.11044419	No	
row_22	CENPW	na	8793	-0.028267808258533478	-0.11437352	No	
row_23	CLSPN	na	10362	-0.07293872535228729	-0.1614008	No	
row_24	HSPB1	na	10457	-0.08007439970970154	-0.16274457	No	
row_25	MCM6	na	10554	-0.08665037155151367	-0.16402197	No	
row_26	BUB3	na	10651	-0.09168507158756256	-0.16520123	No	
row_27	MIS18BP1	na	10967	-0.0992627739906311	-0.17299958	No	
row_28	HMGB3	na	11015	-0.10043728351593018	-0.17249423	No	
row_29	CKS2	na	11196	-0.10730888694524765	-0.17596446	No	
row_30	FEN1	na	11723	-0.12263473123311996	-0.18982688	No	
row_31	HMGB2	na	12099	-0.13030175864696503	-0.19887418	No	
row_32	CENPM	na	12505	-0.14495646953582764	-0.20856279	No	
row_33	PHGDH	na	12565	-0.14685004949569702	-0.20752361	No	
row_34	MCM2	na	12826	-0.15682661533355713	-0.2125006	No	
row_35	TMEM98	na	12931	-0.15984804928302765	-0.21259853	No	
row_36	MCM3	na	13026	-0.16295841336250305	-0.21232684	No	
row_37	PCNA	na	13509	-0.18020036816596985	-0.22370774	No	
row_38	UBE2T	na	13635	-0.18575049936771393	-0.22394967	No	
row_39	DACH1	na	14538	-0.21015985310077667	-0.24772401	No	
row_40	PTTG1	na	14660	-0.21376806497573853	-0.24729629	No	
row_41	CKAP2	na	14822	-0.21912455558776855	-0.24800009	No	
row_42	CENPU	na	14991	-0.22394181787967682	-0.2488263	No	
row_43	NUSAP1	na	15266	-0.23161503672599792	-0.2527782	No	
row_44	CENPK	na	15548	-0.23817941546440125	-0.25681844	Yes	
row_45	ZWINT	na	15580	-0.2392265349626541	-0.25311363	Yes	
row_46	DHFR	na	15672	-0.24169427156448364	-0.25121465	Yes	
row_47	OTX1	na	15841	-0.2470088005065918	-0.25159127	Yes	
row_48	KPNA2	na	15914	-0.24911773204803467	-0.24896052	Yes	
row_49	MAD2L1	na	16087	-0.2535696029663086	-0.24933286	Yes	
row_50	MCM4	na	16190	-0.2569825351238251	-0.24747579	Yes	
row_51	CCNB2	na	16333	-0.2610134184360504	-0.24677609	Yes	
row_52	CKS1B	na	16366	-0.2618928551673889	-0.2426604	Yes	
row_53	RNASEH2A	na	16376	-0.26227298378944397	-0.23782665	Yes	
row_54	HES1	na	16786	-0.27398940920829773	-0.24512395	Yes	
row_55	TMPO	na	17033	-0.28167861700057983	-0.24723493	Yes	
row_56	CENPF	na	17275	-0.28752952814102173	-0.24907736	Yes	
row_57	CENPN	na	17308	-0.28853172063827515	-0.24444248	Yes	
row_58	KIF2C	na	17633	-0.2969317138195038	-0.24866624	Yes	
row_59	SGO1	na	17727	-0.299311101436615	-0.24570607	Yes	
row_60	PIMREG	na	17739	-0.2997075915336609	-0.24020448	Yes	
row_61	AURKB	na	17896	-0.3038739860057831	-0.23910199	Yes	
row_62	KNSTRN	na	17930	-0.3046342730522156	-0.23418416	Yes	
row_63	PRC1	na	17945	-0.3050301969051361	-0.22867154	Yes	
row_64	CCNB1	na	18028	-0.3075118064880371	-0.22521165	Yes	
row_65	CDCA3	na	18191	-0.3111771047115326	-0.22415219	Yes	
row_66	ANP32E	na	18348	-0.3152252733707428	-0.22282846	Yes	
row_67	TOP2A	na	18434	-0.3173341751098633	-0.21926983	Yes	
row_68	DEPDC1B	na	18498	-0.3190275728702545	-0.21499841	Yes	
row_69	BIRC5	na	18557	-0.320698618888855	-0.21053994	Yes	
row_70	PBK	na	18566	-0.3208777904510498	-0.20453304	Yes	
row_71	SPC25	na	18696	-0.32439374923706055	-0.20219634	Yes	
row_72	DLGAP5	na	18810	-0.32720181345939636	-0.19931054	Yes	
row_73	GMNN	na	19024	-0.3330666422843933	-0.19940028	Yes	
row_74	ASPM	na	19026	-0.3331104815006256	-0.19293867	Yes	
row_75	PRR11	na	19028	-0.3331732153892517	-0.18647584	Yes	
row_76	CDC20	na	19036	-0.33338990807533264	-0.18019418	Yes	
row_77	NUF2	na	19078	-0.3342495560646057	-0.17494632	Yes	
row_78	OIP5	na	19286	-0.3408259153366089	-0.17469944	Yes	
row_79	NDC80	na	19373	-0.3437420725822449	-0.170657	Yes	
row_80	HMGN2	na	19438	-0.3457055389881134	-0.16589652	Yes	
row_81	RRM2	na	19460	-0.3462892770767212	-0.15979603	Yes	
row_82	RRM1	na	19479	-0.34695306420326233	-0.15358989	Yes	
row_83	SPAG5	na	19483	-0.3470292389392853	-0.1469188	Yes	
row_84	CDK1	na	19498	-0.34745651483535767	-0.14057927	Yes	
row_85	BUB1	na	19535	-0.3487381041049957	-0.13489452	Yes	
row_86	KIF23	na	19611	-0.3509973883628845	-0.13037078	Yes	
row_87	KIF15	na	19632	-0.3516716957092285	-0.12413449	Yes	
row_88	HJURP	na	19723	-0.35462161898612976	-0.12000359	Yes	
row_89	MKI67	na	19809	-0.3570779860019684	-0.11567032	Yes	
row_90	TPX2	na	19852	-0.35816690325737	-0.10998719	Yes	
row_91	GTSE1	na	19955	-0.3612992465496063	-0.10609693	Yes	
row_92	SMC2	na	20050	-0.364092081785202	-0.10190504	Yes	
row_93	ATAD2	na	20356	-0.37440991401672363	-0.10403164	Yes	
row_94	CDKN3	na	20368	-0.37479037046432495	-0.097066656	Yes	
row_95	CDCA4	na	20386	-0.3754476308822632	-0.09027426	Yes	
row_96	CDCA5	na	20409	-0.3763169050216675	-0.08361941	Yes	
row_97	CKAP2L	na	20447	-0.3774642050266266	-0.077405676	Yes	
row_98	SGO2	na	20660	-0.3846502900123596	-0.07645912	Yes	
row_99	KIF11	na	20787	-0.3891143202781677	-0.072768286	Yes	
row_100	KIF22	na	20801	-0.3896031379699707	-0.0655764	Yes	
row_101	TACC3	na	20935	-0.39408236742019653	-0.06200502	Yes	
row_102	ITGB3BP	na	20946	-0.39433297514915466	-0.054628246	Yes	
row_103	UBE2C	na	20994	-0.39600273966789246	-0.04836217	Yes	
row_104	MELK	na	20996	-0.3961049020290375	-0.04067277	Yes	
row_105	CCNA2	na	21025	-0.3967701196670532	-0.033804666	Yes	
row_106	DUT	na	21119	-0.3999863862991333	-0.028882282	Yes	
row_107	C21orf58	na	21562	-0.41487711668014526	-0.034453254	Yes	
row_108	APOLD1	na	21642	-0.41785556077957153	-0.028750008	Yes	
row_109	PLIN2	na	22046	-0.4324849843978882	-0.03277275	Yes	
row_110	TUBA1B	na	23215	-0.4785376191139221	-0.059535276	Yes	
row_111	FBXO5	na	23524	-0.49189236760139465	-0.05946478	Yes	
row_112	ID4	na	23698	-0.4990530014038086	-0.055083413	Yes	
row_113	RPS27L	na	23767	-0.5023337006568909	-0.047393758	Yes	
row_114	UHRF1	na	23902	-0.5078429579734802	-0.04163603	Yes	
row_115	SMC4	na	24197	-0.5216755270957947	-0.04055246	Yes	
row_116	GLI3	na	24588	-0.5385998487472534	-0.042105287	Yes	
row_117	EFNB1	na	24757	-0.5461148619651794	-0.03665217	Yes	
row_118	ZFHX4	na	24880	-0.5519133806228638	-0.0296647	Yes	
row_119	CLIC1	na	25998	-0.6046081781387329	-0.05239422	Yes	
row_120	DTYMK	na	27005	-0.6565663814544678	-0.07068131	Yes	
row_121	SOX9	na	27030	-0.6579738259315491	-0.05859861	Yes	
row_122	SFRP1	na	27043	-0.6585574150085449	-0.046133757	Yes	
row_123	HAT1	na	27054	-0.6592552661895752	-0.033593502	Yes	
row_124	RCN1	na	27166	-0.6657019257545471	-0.02404835	Yes	
row_125	LDHA	na	27322	-0.6748937964439392	-0.01568358	Yes	
row_126	PLPP3	na	27383	-0.6781848073005676	-0.0043193055	Yes	
row_127	GNG5	na	27573	-0.6890988349914551	0.0032717788	Yes	
row_128	TGIF1	na	27779	-0.7020261883735657	0.010620448	Yes	
row_129	TAGLN2	na	27809	-0.7037634253501892	0.023441117	Yes	
row_130	TUBB4B	na	28126	-0.7234331369400024	0.027777283	Yes	
row_131	MDK	na	28657	-0.7623529434204102	0.026259732	Yes	
row_132	BTG3	na	29509	-0.8289506435394287	0.016121777	Yes	
row_133	CREB5	na	29564	-0.8336740732192993	0.030702012	Yes	
row_134	VIM	na	30830	-0.9689053893089294	0.010499857	Yes	
row_135	NOTCH1	na	31353	-1.0447137355804443	0.014732858	Yes	
row_136	CNTLN	na	31444	-1.0608612298965454	0.032628745	Yes	
