NAME	TITLE	SCORE	
AC008539.1	na	5.0	
AC009303.2	na	5.0	
AC026355.2	na	5.0	
MANSC4	na	5.0	
LINC00383	na	5.0	
AL135818.1	na	5.0	
ERN2	na	5.0	
TRERNA1	na	5.0	
AL109763.1	na	5.0	
LINC01538	na	5.0	
CFAP47	na	4.973462	
GZMH	na	4.967871	
JCHAIN	na	4.7888117	
CXorf65	na	4.7839146	
DLGAP4-AS1	na	4.7404704	
KLRC1	na	4.685928	
LINC01724	na	4.6708302	
AC018695.2	na	4.6696367	
AC007091.1	na	4.6658015	
GZMB	na	4.619141	
AC004771.1	na	4.616038	
VAV3-AS1	na	4.573732	
AL136379.1	na	4.571775	
AL138899.1	na	4.410773	
AC022874.1	na	4.407879	
AC091493.1	na	4.395647	
AC009494.2	na	4.357215	
LINC00861	na	4.2937903	
DLX4	na	4.2798758	
PRR15L	na	4.264452	
AL157829.1	na	4.2576942	
NR1I2	na	4.2324233	
PLA2G1B	na	4.1763186	
IGLV6-57	na	4.1407495	
AL035446.2	na	4.057557	
GTSF1L	na	4.0254607	
AL139042.1	na	3.971171	
AC092125.1	na	3.950369	
LINC01731	na	3.9168832	
AL162717.1	na	3.8748116	
LINC02576	na	3.8601222	
ANKDD1B	na	3.8450522	
SFTPB	na	3.820431	
IGHV1-2	na	3.8127725	
TEX48	na	3.810151	
PNOC	na	3.804108	
IGKV5-2	na	3.7852535	
C15orf62	na	3.7741418	
SLCO4C1	na	3.7521436	
CD1C	na	3.7426732	
GHRH	na	3.7375295	
AC092162.2	na	3.723565	
PTPRQ	na	3.7141292	
AF129075.3	na	3.7125607	
AC011450.1	na	3.7055178	
LIX1-AS1	na	3.6952493	
GZMK	na	3.638917	
LTR21C	na	3.638584	
AC016995.1	na	3.6173418	
AC018541.1	na	3.6014304	
AC010983.1	na	3.5903964	
LTR55	na	3.5897474	
AC097375.5	na	3.587547	
AC022726.1	na	3.5803235	
AL592166.1	na	3.5797708	
AL079338.1	na	3.578951	
TSKS	na	3.5571427	
HSH2D	na	3.5493152	
MAFIP	na	3.5415792	
LHX3	na	3.537602	
MAB21L3	na	3.5375013	
LECT2	na	3.535689	
GZMA	na	3.5331225	
AL805961.1	na	3.5218275	
ZPBP2	na	3.5198874	
HOTTIP	na	3.5165427	
CD96	na	3.5116465	
VPS9D1-AS1	na	3.5078568	
AHRR	na	3.4933302	
BFSP2	na	3.4917827	
C7orf69	na	3.4822626	
AC120193.1	na	3.472362	
LINC01320	na	3.4692237	
ELL3	na	3.4680483	
AC008568.1	na	3.457463	
SSTR3	na	3.4565222	
LINC00885	na	3.4549508	
FCRL5	na	3.4537163	
TBILA	na	3.448448	
AC006972.1	na	3.440609	
LINC02059	na	3.423404	
NAPSA	na	3.4157581	
IGHV3-23	na	3.4151852	
AP003774.2	na	3.4123907	
TMPRSS13	na	3.4119198	
CRYBA4	na	3.409709	
AC027514.1	na	3.4068286	
AC010247.1	na	3.3952243	
AC017104.1	na	3.3894093	
AC026904.1	na	3.3853858	
PVRIG	na	3.3763304	
NLRP7	na	3.374639	
TRGV5P	na	3.3531919	
LINC02462	na	3.3512175	
SPATA21	na	3.3502812	
GH1	na	3.3498182	
AC092718.6	na	3.3491678	
CXCR5	na	3.337567	
TMPRSS15	na	3.3371155	
AC025031.3	na	3.3293135	
AC136475.3	na	3.3195736	
HLA-DOB	na	3.319496	
AC078962.4	na	3.3188598	
AC090936.1	na	3.3162997	
CD8B	na	3.3136575	
AL355981.1	na	3.3099837	
LINC02240	na	3.3046167	
AL132712.2	na	3.3006737	
LINC02217	na	3.299559	
SH2D3A	na	3.2940896	
AL161781.2	na	3.2904444	
SYTL1	na	3.2882426	
FCRL3	na	3.286978	
AC006008.1	na	3.2850177	
LINC02161	na	3.2782733	
CR2	na	3.2774746	
AC113137.1	na	3.274262	
AC103996.3	na	3.2739286	
AL451080.1	na	3.2702692	
AFF2-IT1	na	3.2699635	
MIR3150BHG	na	3.256466	
AP000696.2	na	3.255693	
MEF2B	na	3.2553973	
LINC02338	na	3.2547078	
STAP1	na	3.2507272	
SIT1	na	3.241711	
LY9	na	3.2406175	
AL133467.1	na	3.2380586	
RAB25	na	3.235246	
MAGEA9B	na	3.2257636	
LINC01205	na	3.2236712	
LINC02137	na	3.2203472	
CRYM	na	3.2202725	
ZNF296	na	3.2126746	
AC133065.1	na	3.2103417	
CRB3	na	3.21008	
LINC01134	na	3.2091975	
ACSF3	na	3.2082691	
SMIM22	na	3.2056863	
AC104170.1	na	3.2043486	
ZNF581	na	3.2037559	
AQP3	na	3.20071	
CBLN2	na	3.1979542	
TDRD15	na	3.193711	
RGS13	na	3.1903403	
IL7	na	3.1879444	
LAX1	na	3.1878612	
SCNN1A	na	3.1869166	
CD27	na	3.183147	
ASCL4	na	3.176409	
OVCH1-AS1	na	3.1750221	
ZPLD1	na	3.1706312	
SPIB	na	3.1705647	
AC008011.2	na	3.1689024	
FCRL1	na	3.167384	
CTAG2	na	3.1612337	
AC117465.1	na	3.1611	
IGLC6	na	3.1568172	
EPHA10	na	3.1559794	
LY86-AS1	na	3.1512778	
AC073270.1	na	3.1491745	
MS4A1	na	3.1436434	
AC100861.1	na	3.1389432	
MAGEB1	na	3.1346395	
ZNF385C	na	3.1341882	
CAPN12	na	3.1324692	
LINC00501	na	3.131825	
ZPBP	na	3.13139	
CD79A	na	3.1297739	
LINC01215	na	3.1258194	
AL354707.1	na	3.1214998	
LILRA4	na	3.121209	
SERPINA9	na	3.1191394	
LINC00670	na	3.119093	
LINC00954	na	3.1177008	
PIK3CD-AS1	na	3.1167767	
LINC01857	na	3.114192	
C12orf74	na	3.1131277	
CD19	na	3.1126497	
MAGEB2	na	3.106696	
PAGE5	na	3.105966	
IGKV6D-21	na	3.102721	
FAM30A	na	3.1003344	
CD79B	na	3.0960917	
IGKV2D-29	na	3.0915825	
DDN	na	3.0882862	
GCSAM	na	3.085485	
TNFRSF13C	na	3.0852041	
IL2RG	na	3.077086	
POU2AF1	na	3.074419	
MZB1	na	3.0726247	
NAALADL2-AS2	na	3.0711799	
AC007656.2	na	3.0683494	
PAX9	na	3.0682433	
DISC1FP1	na	3.0678205	
AIM2	na	3.0673618	
AL513493.1	na	3.0661986	
AL356417.1	na	3.0657017	
TMC5	na	3.065469	
IGHG3	na	3.0631871	
TCL6	na	3.0628667	
TNK1	na	3.061778	
IFNG-AS1	na	3.0570912	
LINC01097	na	3.0569062	
CFAP299	na	3.0505097	
MIXL1	na	3.0496001	
LTR38	na	3.049344	
AC107926.1	na	3.0486813	
LINC00189	na	3.0429173	
AC021678.2	na	3.0427053	
CD52	na	3.0417287	
ACAP1	na	3.04172	
NRG4	na	3.0398853	
ZNF831	na	3.0389316	
FCRL2	na	3.0387173	
IGKV4-1	na	3.0383608	
MCOLN2	na	3.0374827	
LINC00838	na	3.0349612	
SPATA48	na	3.0316017	
CD38	na	3.0289152	
ERICH5	na	3.0287137	
KLRB1	na	3.027096	
AC008105.1	na	3.0257576	
LINC00158	na	3.0228093	
OR2AG2	na	3.02084	
AC011752.1	na	3.019247	
ARL14	na	3.0178916	
CLEC17A	na	3.0087612	
AC093330.1	na	3.00265	
AC110058.1	na	3.0012126	
AC090791.1	na	3.0010555	
MAP4K1	na	3.0007386	
AL035696.4	na	2.9937797	
KHDRBS2	na	2.992844	
HUERS-P2-int	na	2.9919448	
LCK	na	2.9898467	
U62631.1	na	2.987891	
CLLU1OS	na	2.9826107	
CUX2	na	2.9823766	
MCTP2	na	2.979367	
AC105328.1	na	2.9777324	
MIOX	na	2.9773302	
TNIP3	na	2.9746327	
CD72	na	2.9739735	
BIK	na	2.9732947	
PRDM15	na	2.9589996	
LTB	na	2.9547586	
ANKRD30BL	na	2.954466	
LINC02413	na	2.9511256	
AL033397.2	na	2.9437635	
AC111006.1	na	2.941644	
IGHG1	na	2.9405677	
SKAP1	na	2.9385204	
AC008551.1	na	2.9370959	
TBC1D10C	na	2.9370441	
IGHV1-24	na	2.9359787	
VPREB3	na	2.9358835	
NIBAN3	na	2.9355984	
PIK3CD-AS2	na	2.9352775	
PIM2	na	2.9332986	
PKHD1L1	na	2.9316576	
BLK	na	2.9261518	
ZAP70	na	2.923605	
AC079447.1	na	2.9224958	
AC022915.2	na	2.9222536	
IGHA1	na	2.9208374	
SERPINA11	na	2.9207616	
CD70	na	2.9108307	
AL008638.2	na	2.9085596	
PSMA8	na	2.9074695	
AC006207.1	na	2.899944	
AC006299.1	na	2.8904772	
AC245187.2	na	2.8900855	
AC104823.1	na	2.889611	
IGLC7	na	2.8895755	
ATP2A3	na	2.889389	
LINC01318	na	2.88904	
ADTRP	na	2.8862112	
IGKC	na	2.8848941	
AL365272.1	na	2.8777092	
F5	na	2.877402	
P2RX5	na	2.876744	
IGHM	na	2.8726096	
PSORS1C2	na	2.870119	
CD2	na	2.870053	
AC018445.5	na	2.8680408	
AC012645.3	na	2.8666017	
SELL	na	2.8663871	
AL078600.1	na	2.8652098	
SPZ1	na	2.862954	
MYL2	na	2.8627446	
SNHG26	na	2.858066	
ASB2	na	2.8572154	
PIGR	na	2.8540466	
TNNI1	na	2.8511782	
CTRB1	na	2.850001	
AC109446.3	na	2.8443305	
AC008395.1	na	2.8408635	
ABRAXAS1	na	2.8406436	
LINC00858	na	2.8402238	
KIF25-AS1	na	2.8368766	
TNFRSF17	na	2.8357403	
LTA	na	2.833465	
BMF	na	2.8331769	
AC007384.1	na	2.8317761	
AC007036.1	na	2.830644	
AC027097.1	na	2.8293207	
AC109597.2	na	2.825524	
AMN	na	2.8222065	
VSNL1	na	2.8212447	
DDN-AS1	na	2.8203583	
ZYG11A	na	2.8175282	
BMP3	na	2.8149505	
ZFAT	na	2.8119774	
EML6	na	2.81065	
AC023794.3	na	2.8104103	
IGLC1	na	2.8095114	
IGHG2	na	2.8070807	
CCDC88C	na	2.8065295	
AC068633.1	na	2.8054247	
SLA2	na	2.796959	
IKZF3	na	2.796289	
AL356020.1	na	2.7932587	
MMP26	na	2.791108	
AATBC	na	2.788546	
BCAS4	na	2.788215	
KLRD1	na	2.7862463	
DERL3	na	2.7857168	
MER52A	na	2.7846203	
IGLC2	na	2.7832117	
AC090204.1	na	2.780828	
NPAS1	na	2.7779865	
IGHG4	na	2.775702	
FCRLA	na	2.7753096	
AC079336.2	na	2.7724547	
AC019117.1	na	2.7722504	
GYPE	na	2.7711165	
ITGB7	na	2.7705595	
LIMD2	na	2.7700093	
AC093746.1	na	2.7679405	
AL592429.2	na	2.7669647	
AC074050.4	na	2.7662144	
TRAC	na	2.766083	
SPAG4	na	2.7660813	
IGHD	na	2.764991	
EIF3E	na	2.7619061	
PLBD1-AS1	na	2.759082	
AL590550.1	na	2.7538688	
LINC02347	na	2.7514975	
AFF2	na	2.7495005	
PWRN4	na	2.7493336	
SACS-AS1	na	2.7452617	
AC105402.4	na	2.744175	
BEND4	na	2.7440844	
LINC01725	na	2.74235	
TLR9	na	2.7387135	
IGHV4-28	na	2.73783	
AL591518.1	na	2.7378287	
GRB7	na	2.7377923	
TIGIT	na	2.7366664	
GTSF1	na	2.7336583	
RALGPS2	na	2.732954	
AC093639.2	na	2.7304163	
LINC00305	na	2.7302227	
